code	company	a	b	aclose	bclose	diff	average	updown	mainItem	
"067290"	"JW신약"	"2021-12-15"	"2021-12-22"	"4305"	"4080"	"-225"	"4100"	"up"	"매니큐어세트, 손톱깎이"	
"365590"	"엔에이치스팩18호"	"2021-12-15"	"2021-12-22"	"2545"	"2320"	"-225"	"2315"	"down"	"기타 금융지원(SPAC)"	
"057540"	"옴니시스템"	"2021-12-15"	"2021-12-22"	"2720"	"2495"	"-225"	"2525"	"up"	"전자식전력량계,설비미터,원격검침시스템"	
"270520"	"지엔원에너지"	"2021-12-15"	"2021-12-22"	"2895"	"2665"	"-230"	"2725"	"up"	"지열냉난방시스템"	
"142760"	"바이오리더스"	"2021-12-15"	"2021-12-22"	"9170"	"8940"	"-230"	"9313"	"up"	"자궁경부상피이형증 치료제, 자궁경부전암 치료백신"	
"312610"	"에이에프더블류"	"2021-12-15"	"2021-12-22"	"6460"	"6230"	"-230"	"6303"	"up"	"음극마찰용접단자"	
"008470"	"부스타"	"2021-12-15"	"2021-12-22"	"5790"	"5560"	"-230"	"5543"	"down"	"관류보일러,진공온수보일러,무압온수보일러,난방기 제조,판매"	
"069540"	"라이트론"	"2021-12-15"	"2021-12-22"	"4425"	"4195"	"-230"	"4230"	"up"	"기타무선통신장비제조업"	
"067730"	"로지시스"	"2021-12-15"	"2021-12-22"	"6400"	"6170"	"-230"	"6257"	"up"	"전산장비 판매 및 유지보수, VAN기기 대행관리"	
"032680"	"소프트센"	"2021-12-15"	"2021-12-22"	"2665"	"2430"	"-235"	"2447"	"up"	"전산기기 및 정보통신공사"	
"072130"	"유엔젤"	"2021-12-15"	"2021-12-22"	"5170"	"4935"	"-235"	"4923"	"down"	"소프트웨어(무선인터넷 솔루션,ASP통신사업자용 지능망솔루션 및 단문메세지센터) 개발,공급"	
"234920"	"자이글"	"2021-12-15"	"2021-12-22"	"4250"	"4010"	"-240"	"3940"	"down"	"적외선 가열 조리기"	
"003380"	"하림지주"	"2021-12-15"	"2021-12-22"	"9360"	"9120"	"-240"	"9300"	"up"	"지주사업"	
"271850"	"다이오진"	"2021-12-15"	"2021-12-22"	"3350"	"3110"	"-240"	"3225"	"up"	"분자진단서비스, 분자진단Kit"	
"005710"	"대원산업"	"2021-12-15"	"2021-12-22"	"6790"	"6550"	"-240"	"6640"	"up"	"자동차시트"	
"037440"	"희림"	"2021-12-15"	"2021-12-22"	"7270"	"7030"	"-240"	"7383"	"up"	"설계 및 감리용역"	
"000390"	"삼화페인트공업"	"2021-12-15"	"2021-12-22"	"9110"	"8870"	"-240"	"8977"	"up"	"건축용페인트,공업용페인트,분체도료 등 제조"	
"002410"	"범양건영"	"2021-12-15"	"2021-12-22"	"6130"	"5890"	"-240"	"5943"	"up"	"토목공사,주택건설,건축공사,난방공사,전기공사,포장공사"	
"006090"	"사조오양"	"2021-12-15"	"2021-12-22"	"9250"	"9010"	"-240"	"9123"	"up"	"원양어업/수산물가공(게맛살) 제조,수출입/냉동 및 냉장보관/부동산 임대"	
"115160"	"휴맥스"	"2021-12-15"	"2021-12-22"	"4810"	"4565"	"-245"	"4645"	"up"	"셋톱박스"	
"017180"	"명문제약"	"2021-12-15"	"2021-12-22"	"4760"	"4515"	"-245"	"4565"	"up"	"의약품(ROBAXIN 주사,KIMITE패취) 제조,판매"	
"042510"	"라온시큐어"	"2021-12-15"	"2021-12-22"	"4150"	"3905"	"-245"	"3968"	"up"	"소프트웨어 개발 및 공급"	
"034300"	"신세계건설"	"2021-12-15"	"2021-12-22"	"32800"	"32550"	"-250"	"32667"	"up"	"토목,건축,건축관련기술서비스,빌딩관리용역,골프장,내장공사,시설개보수,설계용역"	
"080580"	"오킨스전자"	"2021-12-15"	"2021-12-22"	"22700"	"22450"	"-250"	"22017"	"down"	"반도체 검사용 소켓"	
"000850"	"화천기공"	"2021-12-15"	"2021-12-22"	"34850"	"34600"	"-250"	"35083"	"up"	"CNC선반,CNC밀링,연마기(금속공작기계),MC공작기계,COPY밀링기계,주방품 제조,도매"	
"016380"	"KG동부제철"	"2021-12-15"	"2021-12-22"	"10950"	"10700"	"-250"	"10883"	"up"	"철강재(냉연강판,아연도강판,칼라강판,석도강판,선재류,강관,형강,봉강),비철금속 제조,도매"	
"000220"	"유유제약"	"2021-12-15"	"2021-12-22"	"8400"	"8150"	"-250"	"8610"	"up"	"의약품 제조,판매"	
"229640"	"LS전선아시아"	"2021-12-15"	"2021-12-22"	"8050"	"7800"	"-250"	"7887"	"up"	"nan"	
"017650"	"대림제지"	"2021-12-15"	"2021-12-22"	"11550"	"11300"	"-250"	"11600"	"up"	"골판지원지"	
"308170"	"센트랄모텍"	"2021-12-15"	"2021-12-22"	"22450"	"22200"	"-250"	"21717"	"down"	"이너레이스, 오디 클러치보스, 로터샤프트, 슬리브기어, 컨트롤 암, 엑슬"	
"318020"	"포인트모바일"	"2021-12-15"	"2021-12-22"	"16800"	"16550"	"-250"	"16350"	"down"	"산업용 PDA"	
"093190"	"빅솔론"	"2021-12-15"	"2021-12-22"	"6620"	"6370"	"-250"	"6563"	"up"	"POS용프린터,프린팅메카니즘"	
"214270"	"FSN"	"2021-12-15"	"2021-12-22"	"11700"	"11450"	"-250"	"11017"	"down"	"카울리"	
"222040"	"코스맥스엔비티"	"2021-12-15"	"2021-12-22"	"6200"	"5950"	"-250"	"6023"	"up"	"건강기능식품"	
"222670"	"플럼라인생명과학"	"2021-12-15"	"2021-12-22"	"7970"	"7720"	"-250"	"7780"	"up"	"강아지암치료제,돼지DNA테라피"	
"080010"	"이상네트웍스"	"2021-12-15"	"2021-12-22"	"7150"	"6900"	"-250"	"6957"	"up"	"기업간전자상거래서비스"	
"267850"	"아시아나IDT"	"2021-12-15"	"2021-12-22"	"16900"	"16650"	"-250"	"16500"	"down"	"IT 서비스, IT 솔루션"	
"070300"	"엑스큐어"	"2021-12-15"	"2021-12-22"	"4085"	"3835"	"-250"	"3890"	"up"	"USIM카드, 금융카드"	
"122450"	"KMH"	"2021-12-15"	"2021-12-22"	"7890"	"7640"	"-250"	"7717"	"up"	"방송채널사업 및 방송송출서비스"	
"161390"	"한국타이어앤테크놀로지"	"2021-12-15"	"2021-12-22"	"40100"	"39850"	"-250"	"39783"	"down"	"타이어 제조"	
"036830"	"솔브레인홀딩스"	"2021-12-15"	"2021-12-22"	"34250"	"34000"	"-250"	"34350"	"up"	"반도체,디스플레이,2차전지 공정용 화학제품"	
"206560"	"덱스터"	"2021-12-15"	"2021-12-22"	"29800"	"29550"	"-250"	"29800"	"up"	"시각효과(Visual Effect, VFX)"	
"260660"	"알리코제약"	"2021-12-15"	"2021-12-22"	"7280"	"7030"	"-250"	"7130"	"up"	"완제 의약품"	
"199820"	"제일전기공업"	"2021-12-15"	"2021-12-22"	"17850"	"17600"	"-250"	"17650"	"up"	"PCB Assay, 배선기구, 분전반 등"	
"082920"	"비츠로셀"	"2021-12-15"	"2021-12-22"	"14250"	"14000"	"-250"	"14083"	"up"	"리튬1차전지"	
"012450"	"한화에어로스페이스"	"2021-12-15"	"2021-12-22"	"46050"	"45800"	"-250"	"46350"	"up"	"항공기엔진,특수방산장비 제조/정비사업"	
"000860"	"강남제비스코"	"2021-12-15"	"2021-12-22"	"23150"	"22900"	"-250"	"23000"	"up"	"도료(페인트,락카,신나,에나멜,바니쉬),안료 제조,판매"	
"282880"	"코윈테크"	"2021-12-15"	"2021-12-22"	"28150"	"27900"	"-250"	"27833"	"down"	"공정자동화설비(2차전지,석유화학,반도체,디스플레이)"	
"396690"	"미래에셋글로벌리츠"	"2021-12-15"	"2021-12-22"	"5780"	"5530"	"-250"	"5590"	"up"	"부동산 임대업"	
"225220"	"제놀루션"	"2021-12-15"	"2021-12-22"	"16000"	"15750"	"-250"	"15900"	"up"	"핵산추출기기 및 시약, RNAi 사업 등"	
"161890"	"한국콜마"	"2021-12-15"	"2021-12-22"	"40800"	"40550"	"-250"	"40633"	"up"	"화장품, 의약품"	
"259630"	"엠플러스"	"2021-12-15"	"2021-12-22"	"15450"	"15200"	"-250"	"15183"	"down"	"이차전지 자동화 조립설비"	
"219750"	"지티지웰니스"	"2021-12-15"	"2021-12-22"	"2360"	"2105"	"-255"	"2130"	"up"	"의료기기 및 미용기기"	
"206400"	"베노홀딩스"	"2021-12-15"	"2021-12-22"	"4920"	"4665"	"-255"	"4773"	"up"	"웹게임, 모바일게임"	
"036580"	"팜스코"	"2021-12-15"	"2021-12-22"	"6120"	"5860"	"-260"	"5867"	"up"	"배합사료 제조,도매"	
"039020"	"이건홀딩스"	"2021-12-15"	"2021-12-22"	"5310"	"5050"	"-260"	"5153"	"up"	"창호"	
"310870"	"디와이씨"	"2021-12-15"	"2021-12-22"	"2985"	"2725"	"-260"	"2678"	"down"	"자동차 부품"	
"075580"	"세진중공업"	"2021-12-15"	"2021-12-22"	"5830"	"5570"	"-260"	"5717"	"up"	"선박 Deck House, LPG Tank, Upper Deck Unit, 해양플랜트 Living Quarter"	
"069140"	"누리플랜"	"2021-12-15"	"2021-12-22"	"6850"	"6590"	"-260"	"6677"	"up"	"경관조명, 경관시설"	
"251280"	"안지오랩"	"2021-12-15"	"2021-12-22"	"9580"	"9320"	"-260"	"9677"	"up"	"신약개발 및 체지방 감소 건강기능식품"	
"100700"	"세운메디칼"	"2021-12-15"	"2021-12-22"	"4310"	"4045"	"-265"	"4090"	"up"	"의료용구(체액배출기,도뇨관) 제조,도매,수출입"	
"217730"	"강스템바이오텍"	"2021-12-15"	"2021-12-22"	"3525"	"3260"	"-265"	"3288"	"up"	"줄기세포치료제"	
"264900"	"크라운제과"	"2021-12-15"	"2021-12-22"	"9430"	"9160"	"-270"	"9280"	"up"	"비스킷, 스낵, 당과"	
"013990"	"아가방컴퍼니"	"2021-12-15"	"2021-12-22"	"5270"	"5000"	"-270"	"5100"	"up"	"유아용 의류 및 용품"	
"054540"	"삼영엠텍"	"2021-12-15"	"2021-12-22"	"4560"	"4290"	"-270"	"4338"	"up"	"구조용 특수장치, 교량부품"	
"155650"	"와이엠씨"	"2021-12-15"	"2021-12-22"	"7440"	"7170"	"-270"	"7193"	"up"	"FPD 패널용 Target, Backing Plate 등"	
"039560"	"다산네트웍스"	"2021-12-15"	"2021-12-22"	"7330"	"7050"	"-280"	"7190"	"up"	"네트워크 통신장비"	
"290120"	"대유에이피"	"2021-12-15"	"2021-12-22"	"5880"	"5600"	"-280"	"5733"	"up"	"자동차 스티어링휠"	
"299480"	"지앤이헬스케어"	"2021-12-15"	"2021-12-22"	"1505"	"1225"	"-280"	"1323"	"up"	"면생리대"	
"046940"	"우원개발"	"2021-12-15"	"2021-12-22"	"5100"	"4815"	"-285"	"4975"	"up"	"토공사"	
"008830"	"대동기어"	"2021-12-15"	"2021-12-22"	"5800"	"5510"	"-290"	"5650"	"up"	"기어, 베벨기어, 축, 엑셀, T/M, 유성감속기, 기타조립품"	
"036180"	"지더블유바이텍"	"2021-12-15"	"2021-12-22"	"2550"	"2260"	"-290"	"2353"	"up"	"무선통신,방송및응용장치제조업"	
"225530"	"보광산업"	"2021-12-15"	"2021-12-22"	"6570"	"6280"	"-290"	"6343"	"up"	"콘크리트용 부순골재, 아스콘, 레미콘"	
"052600"	"한네트"	"2021-12-15"	"2021-12-22"	"6660"	"6370"	"-290"	"6513"	"up"	"현금서비스, 예금인출"	
"179530"	"애드바이오텍"	"2021-12-15"	"2021-12-22"	"8300"	"8010"	"-290"	"8420"	"up"	"동물용의약품, 보조사료 등"	
"009810"	"플레이그램"	"2021-12-15"	"2021-12-22"	"2345"	"2050"	"-295"	"2102"	"up"	"유연성 산업용 포장재(FIBC) 제조 판매"	
"027740"	"마니커"	"2021-12-15"	"2021-12-22"	"1460"	"1165"	"-295"	"1355"	"up"	"닭고기,햄,계육가공제품,계육,육가공제품 제조,판매,유통/양계관련사업/부동산임대/수출입대행"	
"003530"	"한화투자증권"	"2021-12-15"	"2021-12-22"	"6800"	"6500"	"-300"	"6507"	"up"	"유가증권 위탁매매,자기매매,인수주선"	
"000320"	"노루홀딩스"	"2021-12-15"	"2021-12-22"	"12500"	"12200"	"-300"	"12450"	"up"	"지주사업"	
"003000"	"부광약품"	"2021-12-15"	"2021-12-22"	"13450"	"13150"	"-300"	"13067"	"down"	"의약품,치약,의약부외품(부광탁스,레가론,부광안티프라그) 제조"	
"036530"	"SNT홀딩스"	"2021-12-15"	"2021-12-22"	"17700"	"17400"	"-300"	"17533"	"up"	"지배,경영지도,정리,육성"	
"060980"	"한라홀딩스"	"2021-12-15"	"2021-12-22"	"47650"	"47350"	"-300"	"47500"	"up"	"지주회사 및 경영컨설팅 서비스업"	
"111110"	"호전실업"	"2021-12-15"	"2021-12-22"	"10600"	"10300"	"-300"	"10417"	"up"	"스포츠웨어 및 아웃도어 웨어 OEM"	
"100840"	"SNT에너지"	"2021-12-15"	"2021-12-22"	"18900"	"18600"	"-300"	"18567"	"down"	"공냉식 열교환장치,폐열회수장치 제조"	
"200780"	"비씨월드제약"	"2021-12-15"	"2021-12-22"	"15750"	"15450"	"-300"	"15267"	"down"	"마취통증약, 순환계약, 항생제, 기타처방약"	
"105550"	"트루윈"	"2021-12-15"	"2021-12-22"	"8580"	"8280"	"-300"	"8283"	"up"	"자동차용 센서(APS, TPS, IAPS, SLS)"	
"363250"	"진시스템"	"2021-12-15"	"2021-12-22"	"12000"	"11700"	"-300"	"11817"	"up"	"분자진단기반 플랫폼 개발 및 제조·판매"	
"279600"	"미디어젠"	"2021-12-15"	"2021-12-22"	"15500"	"15200"	"-300"	"15217"	"up"	"음성인식 소프트웨어 기술개발"	
"015360"	"예스코홀딩스"	"2021-12-15"	"2021-12-22"	"37200"	"36900"	"-300"	"37117"	"up"	"지주사업"	
"015760"	"한국전력공사"	"2021-12-15"	"2021-12-22"	"21550"	"21250"	"-300"	"21433"	"up"	"전력자원개발,발전,송전,전력용기자재확보"	
"003650"	"미창석유공업"	"2021-12-15"	"2021-12-22"	"79800"	"79500"	"-300"	"79500"	"down"	"윤활유,고무배합유,전기절연유 제조,판매,수출입"	
"000500"	"가온전선"	"2021-12-15"	"2021-12-22"	"24250"	"23950"	"-300"	"24150"	"up"	"전력선,통신케이블 제조,도매,수출입"	
"018880"	"한온시스템"	"2021-12-15"	"2021-12-22"	"13500"	"13200"	"-300"	"13417"	"up"	"자동차용부품(라디에이터,히터,에어콘,압축기,콘덴서,컴퓨레사) 제조,도매"	
"069260"	"휴켐스"	"2021-12-15"	"2021-12-22"	"23700"	"23400"	"-300"	"23733"	"up"	"화합물,화학제품 제조"	
"024090"	"디씨엠"	"2021-12-15"	"2021-12-22"	"24300"	"24000"	"-300"	"23967"	"down"	"PCM(칼라강판),라미네이트강판,산업용필름 제조,판매"	
"180640"	"한진칼"	"2021-12-15"	"2021-12-22"	"63000"	"62700"	"-300"	"63033"	"up"	"지주사업, 경영자문 및 컨설팅"	
"015350"	"부산도시가스"	"2021-12-15"	"2021-12-22"	"84500"	"84200"	"-300"	"84367"	"up"	"도시가스 배관공급,가스기기 판매,설비공사"	
"001430"	"세아베스틸"	"2021-12-15"	"2021-12-22"	"20600"	"20300"	"-300"	"20300"	"down"	"특수강,철도용품,자동차부품 제조,수출입"	
"261780"	"차백신연구소"	"2021-12-15"	"2021-12-22"	"11200"	"10900"	"-300"	"11217"	"up"	"백신 및 면역증강제 등"	
"008930"	"한미사이언스"	"2021-12-15"	"2021-12-22"	"55700"	"55400"	"-300"	"55833"	"up"	"항생제(세포탁심,세포트리악손),유산균정장제(메디락비타,메디락베베),위장관운동조절개선제(설프라이드),고혈압치료제(유니바스크),원료의약품,식품 제조,판매"	
"018310"	"삼목에스폼"	"2021-12-15"	"2021-12-22"	"13300"	"13000"	"-300"	"13183"	"up"	"갱폼,알루미늄폼,특수폼,알루미늄압출재"	
"089890"	"코세스"	"2021-12-15"	"2021-12-22"	"11500"	"11200"	"-300"	"11267"	"up"	"반도체SolderBall부착장비등"	
"017800"	"현대엘리베이터"	"2021-12-15"	"2021-12-22"	"41250"	"40950"	"-300"	"40833"	"down"	"엘리베이터,에스컬레이터,공항,공정,크린룸,병원 물류시스템,수,배송센터,고속소팅시스템,주차설비 제조,판매,보수"	
"052710"	"아모텍"	"2021-12-15"	"2021-12-22"	"24750"	"24450"	"-300"	"23667"	"down"	"칩바리스터, 아몰퍼스코어"	
"002390"	"한독"	"2021-12-15"	"2021-12-22"	"23000"	"22700"	"-300"	"22800"	"up"	"의약품(소화제,크라포란,라식스)제조,도매,부동산 임대"	
"090460"	"비에이치"	"2021-12-15"	"2021-12-22"	"22400"	"22100"	"-300"	"21767"	"down"	"연성인쇄회로기판(FPCB)"	
"191410"	"육일씨엔에쓰"	"2021-12-15"	"2021-12-22"	"4400"	"4095"	"-305"	"4527"	"up"	"IT용 Cover Glass"	
"202960"	"판도라티비"	"2021-12-15"	"2021-12-22"	"3370"	"3065"	"-305"	"3180"	"up"	"판도라TV, KM 플레이어"	
"294140"	"레몬"	"2021-12-15"	"2021-12-22"	"5770"	"5460"	"-310"	"5500"	"up"	"EMI Shield Can, 나노멤브레인 등"	
"086060"	"진바이오텍"	"2021-12-15"	"2021-12-22"	"5470"	"5160"	"-310"	"5220"	"up"	"펩소이젠(식물성단백질),바이오스타치(가공전분),나투포멘(친환경생균제),락토케어(항생제대체형미생물제제)등"	
"052460"	"아이크래프트"	"2021-12-15"	"2021-12-22"	"4700"	"4390"	"-310"	"4512"	"up"	"인터넷핵심망(CCR,MCR,NAS등)"	
"001560"	"제일연마"	"2021-12-15"	"2021-12-22"	"9270"	"8960"	"-310"	"9070"	"up"	"연마석,다이아몬드공구 제조,도소매/주택건설"	
"121440"	"골프존뉴딘홀딩스"	"2021-12-15"	"2021-12-22"	"9210"	"8900"	"-310"	"8947"	"up"	"골프시뮬레이터"	
"041960"	"코미팜"	"2021-12-15"	"2021-12-22"	"8810"	"8490"	"-320"	"8470"	"down"	"동물약품"	
"266470"	"바이오인프라생명과학"	"2021-12-15"	"2021-12-22"	"2940"	"2620"	"-320"	"2683"	"up"	"I-FINDER(바이오마커 진단)"	
"246720"	"아스타"	"2021-12-15"	"2021-12-22"	"4900"	"4580"	"-320"	"4628"	"up"	"MALDI-TOF 질량분석기 기반 진단시스템"	
"187420"	"제노포커스"	"2021-12-15"	"2021-12-22"	"8430"	"8110"	"-320"	"8107"	"down"	"산업용 효소"	
"020710"	"시공테크"	"2021-12-15"	"2021-12-22"	"6710"	"6390"	"-320"	"6503"	"up"	"박물관, 전시관, 엑스포, 특수영상"	
"053980"	"오상자이엘"	"2021-12-15"	"2021-12-22"	"7800"	"7480"	"-320"	"7500"	"up"	"CATIA Solution"	
"044960"	"이글벳"	"2021-12-15"	"2021-12-22"	"8040"	"7720"	"-320"	"7827"	"up"	"아바텍,아목사실린사 등"	
"014160"	"대영포장"	"2021-12-15"	"2021-12-22"	"3000"	"2680"	"-320"	"2772"	"up"	"골판지원단,골판지상자 제조"	
"039310"	"세중"	"2021-12-15"	"2021-12-22"	"4055"	"3725"	"-330"	"3707"	"down"	"여행"	
"207490"	"에이펙스인텍"	"2021-12-15"	"2021-12-22"	"8330"	"8000"	"-330"	"8097"	"up"	"LED조명장치 등"	
"019490"	"하이트론씨스템즈"	"2021-12-15"	"2021-12-22"	"4850"	"4515"	"-335"	"4580"	"up"	"영상음향기기(보안시스템,CCTV용 모니터,CRT,화상회의시스템),정보통신기기 제조"	
"317400"	"자이에스앤디"	"2021-12-15"	"2021-12-22"	"9580"	"9240"	"-340"	"9407"	"up"	"부동산 관리, 정보통신 공사, 아파트 AS 및 옵션 제품 공급, 건축물 시공 및 분양"	
"214610"	"미코바이오메드"	"2021-12-15"	"2021-12-22"	"9580"	"9240"	"-340"	"9180"	"down"	"체외진단용 의료기기"	
"080720"	"한국유니온제약"	"2021-12-15"	"2021-12-22"	"9730"	"9390"	"-340"	"9507"	"up"	"항생제, 순환기계, 근골격계, 소화기계류 완제의약품"	
"211050"	"인카금융서비스"	"2021-12-15"	"2021-12-22"	"19750"	"19400"	"-350"	"19500"	"up"	"보험판매"	
"348350"	"위드텍"	"2021-12-15"	"2021-12-22"	"18750"	"18400"	"-350"	"18217"	"down"	"AMCs 모니터링 시스템, 공정 프로세스 모니터링 시스템, TMS"	
"052020"	"에스티큐브"	"2021-12-15"	"2021-12-22"	"8790"	"8440"	"-350"	"8557"	"up"	"전자부품, 정보통신기기, 지능형로봇외"	
"051370"	"인터플렉스"	"2021-12-15"	"2021-12-22"	"13600"	"13250"	"-350"	"13267"	"up"	"연성회로기판(Flexible PCB)"	
"065370"	"위세아이텍"	"2021-12-15"	"2021-12-22"	"15500"	"15150"	"-350"	"14867"	"down"	"빅데이터분석, 인공지능, 데이터품질관리 솔루션"	
"263800"	"데이타솔루션"	"2021-12-15"	"2021-12-22"	"6540"	"6190"	"-350"	"6427"	"up"	"EMC스토리지, SPSS, SI"	
"005820"	"원림"	"2021-12-15"	"2021-12-22"	"18900"	"18550"	"-350"	"18683"	"up"	"고무,플라스틱제품,산업용포장재,PP.BAG,타포린 제조,도매/부동산 임대/주택 신축,판매/인터넷 정보통신/벤처회사 투자"	
"036480"	"대성미생물"	"2021-12-15"	"2021-12-22"	"14650"	"14300"	"-350"	"14383"	"up"	"동물용 의약품, 미생물제재"	
"086450"	"동국제약"	"2021-12-15"	"2021-12-22"	"21250"	"20900"	"-350"	"21083"	"up"	"인사돌, 복합마데카솔, 파미레이"	
"033500"	"동성화인텍"	"2021-12-15"	"2021-12-22"	"11800"	"11450"	"-350"	"11517"	"up"	"초저온 보냉재"	
"017890"	"한국알콜"	"2021-12-15"	"2021-12-22"	"12000"	"11650"	"-350"	"11700"	"up"	"주정"	
"194700"	"노바렉스"	"2021-12-15"	"2021-12-22"	"35100"	"34750"	"-350"	"35217"	"up"	"건강기능식품 제조"	
"294870"	"HDC현대산업개발"	"2021-12-15"	"2021-12-22"	"23350"	"23000"	"-350"	"23533"	"up"	"외주주택, 자체공사, 일반건축, 토목 등"	
"007860"	"서연"	"2021-12-15"	"2021-12-22"	"12800"	"12450"	"-350"	"12533"	"up"	"자동차부품(승용차내장품-도어트림,헤드라이닝,승용차시트) 제조,도매"	
"086040"	"바이오톡스텍"	"2021-12-15"	"2021-12-22"	"8180"	"7830"	"-350"	"7817"	"down"	"안전성평가, 유효성평가"	
"200580"	"메디쎄이"	"2021-12-15"	"2021-12-22"	"11200"	"10850"	"-350"	"11050"	"up"	"정형외과용 척추임플란트"	
"020000"	"한섬"	"2021-12-15"	"2021-12-22"	"36250"	"35900"	"-350"	"35350"	"down"	"여성의류,금속 액세서리,신발,가방,선글라스 제조,판매"	
"351330"	"이삭엔지니어링"	"2021-12-15"	"2021-12-22"	"12350"	"12000"	"-350"	"12083"	"up"	"공장자동화 설비제어"	
"222980"	"한국맥널티"	"2021-12-15"	"2021-12-22"	"7000"	"6650"	"-350"	"6803"	"up"	"커피 및 의약품"	
"317870"	"엔바이오니아"	"2021-12-15"	"2021-12-22"	"11000"	"10650"	"-350"	"10667"	"up"	"양전하필터(정수기)"	
"333620"	"엔시스"	"2021-12-15"	"2021-12-22"	"18400"	"18050"	"-350"	"18067"	"up"	"2차전지 머신비전 검사장비"	
"000140"	"하이트진로홀딩스"	"2021-12-15"	"2021-12-22"	"12500"	"12150"	"-350"	"12283"	"up"	"지주회사"	
"086220"	"네추럴FNP"	"2021-12-15"	"2021-12-22"	"2550"	"2200"	"-350"	"2323"	"up"	"건강기능식품"	
"013360"	"일성건설"	"2021-12-15"	"2021-12-22"	"6020"	"5670"	"-350"	"5737"	"up"	"건축공사,토목공사,전기공사"	
"041190"	"우리기술투자"	"2021-12-15"	"2021-12-22"	"9670"	"9310"	"-360"	"9290"	"down"	"창업자에 대한 투자 및 융자"	
"001360"	"삼성제약"	"2021-12-15"	"2021-12-22"	"5200"	"4840"	"-360"	"4933"	"up"	"의약품(까스명수,쓸기담,에프킬라에어졸,액체우황청심원) 제조,도매"	
"330350"	"위더스제약"	"2021-12-15"	"2021-12-22"	"10350"	"9990"	"-360"	"10097"	"up"	"의약품 제조 및 도소매(순환기용제 등)"	
"100590"	"머큐리"	"2021-12-15"	"2021-12-22"	"8750"	"8390"	"-360"	"8430"	"up"	"AP 단말기, 광섬유 및 광케이블, 위성통신 전송장비"	
"032860"	"휴먼엔"	"2021-12-15"	"2021-12-22"	"4350"	"3985"	"-365"	"4128"	"up"	"철스크랩"	
"133750"	"메가엠디"	"2021-12-15"	"2021-12-22"	"4985"	"4620"	"-365"	"4810"	"up"	"의학, 치의학, 법학 전문대학원, 약학대학 입학시험 대비 강의"	
"169330"	"엠브레인"	"2021-12-15"	"2021-12-22"	"8840"	"8470"	"-370"	"8517"	"up"	"온라인 및 오프라인 리서치"	
"014570"	"고려제약"	"2021-12-15"	"2021-12-22"	"8950"	"8580"	"-370"	"8727"	"up"	"하벤(종합감기약),뉴로메드(치매치료제)등"	
"067080"	"대화제약"	"2021-12-15"	"2021-12-22"	"9550"	"9180"	"-370"	"9213"	"up"	"후로스판, 세파메칠 등"	
"015710"	"코콤"	"2021-12-15"	"2021-12-22"	"6650"	"6280"	"-370"	"6440"	"up"	"비디오도어폰"	
"232530"	"이엠티"	"2021-12-15"	"2021-12-22"	"7980"	"7600"	"-380"	"7667"	"up"	"이차전지 양극재용 전구체"	
"038010"	"제일테크노스"	"2021-12-15"	"2021-12-22"	"7320"	"6940"	"-380"	"7213"	"up"	"DECK PLATE"	
"089150"	"케이씨티"	"2021-12-15"	"2021-12-22"	"5990"	"5600"	"-390"	"5620"	"up"	"금융단말시스템,복표발매기,마권발매기"	
"086520"	"에코프로"	"2021-12-15"	"2021-12-22"	"109700"	"109300"	"-400"	"108200"	"down"	"환경소재,화학필터,이차전지소재등"	
"053290"	"NE능률"	"2021-12-15"	"2021-12-22"	"12250"	"11850"	"-400"	"11867"	"up"	"영어학습교재"	
"101930"	"인화정공"	"2021-12-15"	"2021-12-22"	"13100"	"12700"	"-400"	"12750"	"up"	"선박엔진부품"	
"204320"	"만도"	"2021-12-15"	"2021-12-22"	"58300"	"57900"	"-400"	"58267"	"up"	"제동장치, 조향장치, 현가장치"	
"064350"	"현대로템"	"2021-12-15"	"2021-12-22"	"20600"	"20200"	"-400"	"20400"	"up"	"철도차량, 특수중기, 산업기계"	
"130660"	"한전산업"	"2021-12-15"	"2021-12-22"	"12700"	"12300"	"-400"	"12750"	"up"	"발전설비 운전·정비, 전기검침"	
"382480"	"지아이텍"	"2021-12-15"	"2021-12-22"	"22700"	"22300"	"-400"	"22333"	"up"	"SLOT DIE, SLIT NOZZLE, REPAIR, 기타"	
"317850"	"대모"	"2021-12-15"	"2021-12-22"	"5460"	"5060"	"-400"	"5077"	"up"	"유압브레이커, 특수장비/부품, 퀵커플러 등"	
"029460"	"케이씨"	"2021-12-15"	"2021-12-22"	"21500"	"21100"	"-400"	"21050"	"down"	"가스/Chemical 공급 장치 등 제조 및 판매"	
"139670"	"키네마스터"	"2021-12-15"	"2021-12-22"	"22000"	"21600"	"-400"	"20700"	"down"	"NexMFW, NexPlayer EMB"	
"251970"	"펌텍코리아"	"2021-12-15"	"2021-12-22"	"17650"	"17250"	"-400"	"17600"	"up"	"화장품 용기"	
"004020"	"현대제철"	"2021-12-15"	"2021-12-22"	"42750"	"42350"	"-400"	"43133"	"up"	"H형강,제철,제강,철근,압연,스테인레스,주강,시트파일 제조,수출입,중기부품(탱크바퀴)제조,판매"	
"286940"	"롯데정보통신"	"2021-12-15"	"2021-12-22"	"34300"	"33900"	"-400"	"33717"	"down"	"SM, SI"	
"000270"	"기아"	"2021-12-15"	"2021-12-22"	"84300"	"83900"	"-400"	"83567"	"down"	"승용차,중대형버스,트럭,민수특수차량,군수차량 제조,판매,정비"	
